ID,VS.5mm.L_GainAntGrCtrlAnt,VS.5mm.L_SmGainAntGrCtrlAnt,VS.5mm.L_LgGainAntGrCtrlAnt,VS.5mm.R_GainAntGrCtrlAnt,VS.5mm.R_SmGainAntGrCtrlAnt,VS.5mm.R_LgGainAntGrCtrlAnt,VS.10mm.L_GainAntGrCtrlAnt,VS.10mm.L_SmGainAntGrCtrlAnt,VS.10mm.L_LgGainAntGrCtrlAnt,VS.10mm.R_GainAntGrCtrlAnt,VS.10mm.R_SmGainAntGrCtrlAnt,VS.10mm.R_LgGainAntGrCtrlAnt
DMHDS0677,0.079853,0.015018,0.144689,0.155188,0.109139,0.201238,0.110993,0.035887,0.1861,0.063177,0.045786,0.080568
DMHDS0474,0.266536,0.393992,0.139081,0.307388,0.186783,0.427993,0.203477,0.232361,0.174594,0.160222,0.091673,0.22877
DMHDS1111,0.220329,0.080475,0.360182,0.301923,0.134448,0.469398,0.334008,0.233089,0.434927,0.251333,0.156989,0.345678
DMHDS0763,0.133311,0.129277,0.137345,0.365237,0.396317,0.334157,0.153893,0.138756,0.16903,0.384273,0.327533,0.441014
DMHDS0302,-0.251381,-0.386116,-0.116646,-0.198995,-0.186727,-0.211263,-0.167789,-0.185995,-0.149583,-0.09064,-0.076192,-0.105088
DMHDS0327,0.777187,0.700371,0.854004,0.445622,0.477985,0.413259,0.373705,0.265404,0.482005,0.41962,0.340141,0.4991
DMHDS1132,0.398445,0.34329,0.453599,0.599173,0.275053,0.923293,0.462627,0.285141,0.640114,0.548458,0.294665,0.802251
DMHDS1062,-0.038953,-0.015669,-0.062237,0.22701,0.203944,0.250076,0.028631,0.016087,0.041176,0.111755,0.091782,0.131727
DMHDS0209,-0.480421,-1.043476,0.082633,0.163828,-0.084843,0.412499,-0.151864,-0.516263,0.212535,0.396352,0.152116,0.640588
DMHDS0220,0.03166,0.049658,0.013662,0.12745,0.136039,0.118861,0.02394,0.036528,0.011352,0.006518,0.024566,-0.01153
DMHDS0222,0.352124,0.32216,0.382088,-0.101979,-0.151536,-0.052422,0.170193,0.134473,0.205913,-0.075866,-0.147574,-0.004158
DMHDS0388,0.491514,0.300184,0.682844,0.426208,0.115445,0.736972,0.31143,0.138929,0.483931,0.375554,0.145918,0.60519
DMHDS0504,-0.055339,-0.317992,0.207314,-0.038809,-0.333628,0.25601,-0.043597,-0.32435,0.237156,0.007868,-0.221877,0.237613
DMHDS0517,-0.005118,-0.238243,0.228006,0.249758,0.212513,0.287002,0.056467,-0.119737,0.232672,0.152502,0.07089,0.234114
DMHDS0483,0.192582,0.214165,0.170998,0.32248,0.211032,0.433928,0.135038,0.056236,0.213841,0.269422,0.175846,0.362999
DMHDS0928,-0.359052,-0.311224,-0.40688,-0.210343,-0.333315,-0.08737,-0.161372,-0.221844,-0.100899,-0.144022,-0.221788,-0.066256
DMHDS0827,0.050853,-0.078893,0.1806,0.209028,0.1773,0.240757,0.009911,-0.085042,0.104863,0.061109,-0.00702,0.129238
DMHDS0522,0.252633,0.141366,0.363901,0.278083,-0.000154,0.556321,0.255001,0.140552,0.369451,0.321136,0.240151,0.40212
DMHDS0977,0.094225,0.047753,0.140696,0.125921,0.09752,0.154322,0.105991,-0.080052,0.292034,0.197474,0.069439,0.325509
DMHDS1077,0.540339,0.441388,0.63929,0.398062,0.105898,0.690226,0.438529,0.269411,0.607646,0.318969,0.111385,0.526553
DMHDS1087,0.111085,0.05879,0.163381,0.060141,0.025936,0.094347,0.109326,0.10386,0.114792,0.038239,0.036416,0.040062
DMHDS1167,0.224532,0.124297,0.324767,0.253678,0.150858,0.356498,0.225171,0.122945,0.327396,0.249905,0.101452,0.398358
DMHDS0458,,,,,,,,,,,,
DMHDS1200,-0.080328,-0.099349,-0.061306,0.184813,0.236952,0.132673,-0.013,0.010028,-0.036028,0.136232,0.137923,0.134541
DMHDS1089,,,,,,,,,,,,
DMHDS0424,,,,,,,,,,,,
DMHDS0450,0.459456,0.323742,0.59517,0.643464,0.680566,0.606363,0.355419,0.276107,0.434732,0.44262,0.40554,0.4797
DMHDS0531,-0.058695,-0.073062,-0.044328,-0.182869,-0.335104,-0.030634,-0.034049,-0.076393,0.008295,-0.096533,-0.223079,0.030012
DMHDS0312,,,,,,,,,,,,
DMHDS0806,0.135973,-0.066629,0.338575,0.264798,0.158241,0.371356,0.119406,-0.026734,0.265546,0.17102,0.071947,0.270094
DMHDS0877,0.093907,-0.014711,0.202526,0.025713,0.051246,0.00018,0.024494,-0.005864,0.054851,0.065959,0.107226,0.024692
DMHDS0269,,,,,,,,,,,,
DMHDS0920,0.098374,0.022539,0.17421,-0.170931,-0.093472,-0.24839,0.157372,0.025366,0.289379,-0.065886,-0.106347,-0.025425
DMHDS0611,-0.089413,0.159131,-0.337956,-0.594685,-0.653375,-0.535996,-0.175452,0.003174,-0.354078,-0.313496,-0.22065,-0.406341
DMHDS0618,0.341734,0.339207,0.344261,0.139062,0.102594,0.175529,0.306558,0.236734,0.376382,0.088273,0.030392,0.146154
DMHDS0383,0.111117,-0.005071,0.227305,0.176962,0.054865,0.299059,0.083186,-0.057872,0.224244,0.167045,0.025096,0.308993
DMHDS0993,-0.101197,-0.397845,0.195452,-0.02912,-0.282658,0.224418,0.113767,-0.092094,0.319627,0.124417,-0.115086,0.36392
DMHDS0982,-0.092582,-0.398942,0.213777,0.184415,-0.064645,0.433476,-0.053362,-0.351793,0.24507,0.107224,-0.146012,0.36046
DMHDS0981,0.070155,0.044891,0.09542,0.079578,0.016294,0.142861,0.104912,-0.013602,0.223426,0.097267,0.042129,0.152405
DMHDS1008,0.151044,-0.116832,0.418919,0.080084,-0.191319,0.351486,0.10683,-0.100537,0.314196,0.131391,-0.095185,0.357966
DMHDS1159,0.295719,0.202618,0.388819,0.105688,0.194476,0.0169,0.242093,0.194202,0.289984,0.162277,0.169723,0.154831
DMHDS1177,0.289912,0.235288,0.344535,0.282166,0.227415,0.336918,0.206376,0.056849,0.355903,0.185836,0.084064,0.287608
DMHDS1236,0.200111,0.212948,0.187273,0.315151,0.221067,0.409235,0.135266,0.139338,0.131194,0.25182,0.187736,0.315905
DMHDS20226,0.173282,0.156786,0.189777,-0.003635,-0.129479,0.12221,0.333361,0.365377,0.301344,0.155011,0.09217,0.217853
DMHDS0660,0.038035,0.026283,0.049786,-0.24639,-0.450516,-0.042263,0.042094,0.072412,0.011776,-0.063956,-0.136415,0.008502
DMHDS0459,0.183071,-0.021649,0.38779,0.223309,0.096518,0.350099,-0.018463,-0.119777,0.082852,-0.007046,-0.136212,0.12212
DMHDS0878,-0.108536,-0.083021,-0.13405,-0.307724,-0.252093,-0.363355,-0.005339,-0.083914,0.073235,-0.048056,-0.071565,-0.024546
DMHDS0663,-0.252151,-0.230717,-0.273585,-0.139039,-0.074065,-0.204013,-0.207795,-0.164755,-0.250836,-0.155459,-0.089746,-0.221172
DMHDS0843,0.114712,0.100098,0.129325,0.125408,0.086298,0.164518,-0.052063,-0.135416,0.03129,0.044483,-0.062094,0.151059
DMHDS0472,0.401809,0.264317,0.539302,0.472643,0.382193,0.563093,0.413552,0.294849,0.532255,0.428463,0.301425,0.5555
DMHDS0449,0.169169,0.172953,0.165384,0.18264,0.316975,0.048305,0.164644,0.156855,0.172434,0.154191,0.192156,0.116225
DMHDS0773,-0.191415,-0.574823,0.191992,-0.032371,-0.200161,0.135418,-0.21946,-0.416189,-0.022731,-0.150338,-0.27542,-0.025257
DMHDS0554,0.481851,0.486974,0.476727,0.373676,0.138537,0.608815,0.336218,0.295423,0.377012,0.097352,-0.085148,0.279853
DMHDS0670,-0.059999,-0.115891,-0.004107,0.117456,-0.027171,0.262083,0.150375,0.088074,0.212676,0.171894,0.026576,0.317211
DMHDS0555,0.184481,0.101603,0.267358,0.444848,0.209044,0.680652,0.276945,0.064161,0.489729,0.382574,0.096877,0.668271
DMHDS0807,0.402333,0.17186,0.632805,0.303037,0.124319,0.481755,0.30818,0.14799,0.468371,0.336667,0.195859,0.477475
DMHDS0303,0.044736,-0.072937,0.16241,0.197426,0.076701,0.318152,0.090884,-0.012402,0.19417,0.284844,0.135686,0.434002
DMHDS0712,0.617968,0.435235,0.8007,0.463602,0.256325,0.670879,0.310247,0.165067,0.455427,0.180843,0.155641,0.206046
DMHDS0421,0.439438,0.314347,0.564528,0.429906,0.345397,0.514415,0.474501,0.37407,0.574932,0.34694,0.266625,0.427255
DMHDS0762,0.067238,0.128888,0.005588,0.086882,-0.014683,0.188447,0.001389,-0.055287,0.058064,0.087769,0.014649,0.160889
DMHDS0311,-0.113248,-0.033595,-0.192902,0.308353,0.284837,0.331868,-0.008883,0.014442,-0.032208,0.159264,0.191884,0.126645
DMHDS0414,0.062335,-0.024135,0.148806,-0.214442,-0.317211,-0.111673,-0.045058,-0.153998,0.063882,-0.185217,-0.329739,-0.040695
DMHDS0378,-0.031792,-0.126208,0.062624,0.148085,0.200598,0.095572,0.05986,0.076434,0.043286,0.164133,0.183672,0.144594
DMHDS1220,0.33472,0.539334,0.130106,0.348445,0.509957,0.186933,0.367316,0.556904,0.177729,0.324122,0.392143,0.256101
DMHDS1067,0.140704,0.105627,0.175781,0.218719,0.17997,0.257468,0.107023,0.074462,0.139583,0.072023,-0.019971,0.164017
DMHDS1127,0.119483,-0.080285,0.31925,-0.145908,0.041555,-0.333371,0.033995,-0.150087,0.218077,0.053228,-0.024463,0.130919
DMHDS1201,0.389112,0.348669,0.429555,0.179681,0.071748,0.287615,0.191433,0.147089,0.235778,0.192744,0.103115,0.282372
DMHDS1016,0.044351,0.097263,-0.00856,0.078786,0.014635,0.142937,0.063386,0.0953,0.031471,0.118319,0.105875,0.130763
DMHDS1171,-0.17675,-0.243629,-0.109872,-0.247018,-0.310209,-0.183827,-0.163384,-0.200488,-0.126281,-0.160072,-0.195279,-0.124866
DMHDS1233,-0.354524,-0.308203,-0.400844,0.241032,-0.041008,0.523072,0.001573,0.006758,-0.003612,0.033395,-0.081442,0.148232
DMHDS1147,0.02484,0.001417,0.048263,-0.045555,-0.214027,0.122916,0.105753,0.057536,0.153971,0.087356,-0.009758,0.18447
DMHDS0990,-0.361398,-0.319907,-0.402889,0.062923,0.078379,0.047468,-0.225729,-0.170022,-0.281436,-0.102648,-0.045539,-0.159757
DMHDS1000,0.406188,0.256224,0.556152,0.040996,-0.097833,0.179824,0.325444,0.108145,0.542743,0.179245,0.044216,0.314275
DMHDS0972,0.188355,0.214063,0.162647,0.543569,0.570866,0.516271,0.341874,0.364671,0.319077,0.432426,0.435624,0.429228
DMHDS0963,-0.030949,-0.044628,-0.01727,0.281659,0.19548,0.367838,0.058376,0.001011,0.11574,0.316362,0.206485,0.426239
DMHDS1056,0.007613,0.009906,0.00532,0.210444,0.09605,0.324837,0.013548,-0.073549,0.100646,0.061646,0.016416,0.106877
DMHDS1084,-0.246007,-0.086865,-0.405148,-0.319043,-0.183602,-0.454483,-0.050408,0.020318,-0.121133,0.011006,0.021976,0.000037
DMHDS1228,0.171206,0.048435,0.293977,0.063642,0.001831,0.125454,0.219858,0.076526,0.36319,0.086326,0.071781,0.100872
DMHDS0994,0.249535,0.048395,0.450676,0.441449,0.283882,0.599017,0.399617,0.323215,0.47602,0.38272,0.213229,0.552211
DMHDS0861,0.467246,0.482878,0.451613,0.236011,0.124187,0.347835,0.272665,0.228751,0.31658,0.255622,0.189254,0.321991
DMHDS0357,0.317439,0.447756,0.187122,0.244577,0.256556,0.232598,0.174814,0.256934,0.092694,0.1723,0.174994,0.169606
DMHDS0589,0.175437,0.183051,0.167824,0.219322,0.1443,0.294343,0.112383,0.09598,0.128787,0.144076,0.079991,0.20816
DMHDS0430,0.143834,0.052872,0.234796,0.177973,0.200314,0.155632,0.14162,0.034369,0.24887,0.144686,0.143556,0.145816
DMHDS1093,-0.081426,-0.239953,0.077101,-0.052417,-0.153363,0.048529,-0.157969,-0.26124,-0.054697,-0.086714,-0.205752,0.032324
DMHDS0954,0.293849,0.158878,0.42882,0.394804,0.417569,0.372039,0.259537,0.231247,0.287827,0.27044,0.270609,0.270271
DMHDS0544,0.272119,0.154725,0.389513,0.174425,-0.012982,0.361832,0.369327,0.182566,0.556088,0.201806,0.078739,0.324872
DMHDS0838,0.131543,0.027432,0.235654,0.493847,0.396419,0.591275,0.106609,-0.013284,0.226503,0.354909,0.260017,0.449801
DMHDS0896,0.278092,0.017532,0.538651,0.227313,-0.008978,0.463604,0.322284,0.127549,0.517019,0.341598,0.129192,0.554004
DMHDS0904,0.14053,0.222932,0.058128,0.278698,0.273077,0.28432,0.185047,0.258992,0.111101,0.158301,0.115616,0.200987
DMHDS1173,0.284251,0.002256,0.566246,0.260356,0.117459,0.403252,0.427979,0.239366,0.616593,0.479922,0.320687,0.639158
DMHDS0897,0.308764,0.159789,0.457739,0.429062,0.363777,0.494347,0.218283,0.034796,0.401769,0.282771,0.124385,0.441157
DMHDS1098,0.097029,0.055792,0.138266,0.195248,0.15998,0.230515,0.09449,-0.038375,0.227356,0.149153,-0.009535,0.307841
DMHDS0212,0.328072,0.270766,0.385378,0.407809,0.383403,0.432215,0.280744,0.241871,0.319617,0.439276,0.372507,0.506046
DMHDS0507,0.332989,0.079828,0.586151,0.49055,0.416741,0.56436,0.259677,-0.006375,0.525729,0.444128,0.274032,0.614224
DMHDS0919,0.380687,0.190551,0.570823,0.385732,0.305449,0.466015,0.230396,0.073224,0.387568,0.298857,0.240583,0.357131
DMHDS0653,0.512007,0.442245,0.581768,0.535638,0.392976,0.6783,0.376827,0.267714,0.485941,0.460281,0.343129,0.577433
DMHDS0970,0.049644,-0.021903,0.121192,0.010813,-0.302232,0.323859,0.025266,-0.102895,0.153428,0.048733,-0.120915,0.218381
DMHDS0551,0.093108,-0.087356,0.273571,0.022888,0.030476,0.0153,0.017306,-0.053302,0.087913,0.040046,-0.025106,0.105197
DMHDS0295,-0.124707,-0.153198,-0.096216,-0.027153,-0.134382,0.080077,-0.153732,-0.275573,-0.031891,-0.040909,-0.144796,0.062979
DMHDS0824,0.089218,0.015090,0.163346,0.061815,0.097803,0.025827,0.020747,-0.046323,0.087817,-0.087254,-0.126041,-0.048467
